IdCliente;Sexo;Jubilado;Pareja;Dependientes;Antigüedad;Teléfono;MultiplesLíneas;Internet;SeguridadOnline;BackupOnline;SeguroDispositivo;SoporteTécnico;Televisión;Cine;Contrato;FacturaElectrónica;MétodoPago;CargoMensual;TotalFacturado;Baja
0115-TFERT;Hombre;0;Sí;No;21;Sí;Sí;Fibra óptica;No;Sí;Sí;Sí;Sí;Sí;Mes a mes;Sí;Cheque electrónico;111.2;2317.1;Sí
4178-EGMON;Hombre;0;Sí;No;70;Sí;Sí;Fibra óptica;Sí;Sí;No;Sí;No;No;Dos años;Sí;Tarjeta crédito (automática);88;5986.45;No
4220-TINQT;Mujer;0;Sí;No;61;Sí;Sí;Fibra óptica;No;No;Sí;Sí;Sí;Sí;Mes a mes;Sí;Cheque electrónico;106.35;6751.35;No
5318-YKDPV;Hombre;0;Sí;Sí;43;Sí;No;DSL;Sí;No;Sí;Sí;Sí;Sí;Dos años;Sí;Tarjeta crédito (automática);79.15;3566.6;No
7975-TZMLR;Hombre;0;No;No;47;Sí;Sí;Fibra óptica;No;Sí;Sí;No;Sí;Sí;Un año;Sí;Cheque electrónico;103.1;4889.3;No
0295-QVKPB;Hombre;0;No;No;5;Sí;No;DSL;No;No;Sí;Sí;Sí;No;Mes a mes;Sí;Tarjeta crédito (automática);63.95;318.1;No
4335-BSMJS;Mujer;0;No;No;62;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;Sí;Tarjeta crédito (automática);25.8;1563.95;No
2311-QYMUQ;Mujer;0;Sí;Sí;16;Sí;No;Fibra óptica;No;Sí;Sí;No;Sí;No;Mes a mes;Sí;Tarjeta crédito (automática);89.45;1430.25;Sí
3643-AHCFP;Hombre;1;Sí;No;7;Sí;Sí;Fibra óptica;No;No;No;No;Sí;Sí;Mes a mes;Sí;Transferencia bancaria (automática);95.6;644.35;Sí
9146-JRIOX;Mujer;0;Sí;Sí;14;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque por correo;25.55;372.45;No
3104-OWCGK;Hombre;0;Sí;Sí;60;Sí;No;Fibra óptica;No;Sí;Sí;No;Sí;No;Un año;No;Cheque electrónico;90.95;5453.4;Sí
5337-IIWKZ;Hombre;0;Sí;Sí;34;No;Sin servicio de telefonía;DSL;No;No;Sí;Sí;Sí;No;Mes a mes;Sí;Cheque electrónico;44.85;1442.6;No
9101-BWFSS;Mujer;0;Sí;No;50;Sí;Sí;Fibra óptica;Sí;Sí;No;Sí;Sí;Sí;Un año;No;Cheque electrónico;108.55;5610.7;Sí
9650-VBUOG;Hombre;0;Sí;Sí;38;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Tarjeta crédito (automática);25.05;963.95;No
3487-EARAT;Mujer;0;Sí;Sí;70;Sí;No;DSL;Sí;Sí;Sí;Sí;No;Sí;Un año;No;Tarjeta crédito (automática);74.1;5222.3;No
2672-TGEFF;Mujer;0;Sí;Sí;37;Sí;Sí;Fibra óptica;No;Sí;No;No;Sí;No;Mes a mes;Sí;Cheque electrónico;88.8;3340.55;No
9231-ZJYAM;Mujer;1;No;No;4;Sí;No;Fibra óptica;No;No;No;No;Sí;No;Mes a mes;Sí;Cheque electrónico;78.85;292.8;Sí
4250-WAROZ;Hombre;1;Sí;Sí;60;Sí;Sí;Fibra óptica;Sí;Sí;No;No;No;Sí;Mes a mes;Sí;Cheque electrónico;93.25;5774.55;No
8184-WMOFI;Hombre;0;Sí;Sí;62;Sí;No;DSL;Sí;No;Sí;Sí;No;Sí;Un año;No;Tarjeta crédito (automática);71.4;4487.3;No
6982-SSHFK;Hombre;0;No;No;1;Sí;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque por correo;44.4;44.4;Sí
6092-QZVPP;Hombre;0;No;No;36;Sí;No;DSL;Sí;No;Sí;Sí;Sí;Sí;Mes a mes;Sí;Tarjeta crédito (automática);79.2;2854.95;No
4625-LAMOB;Hombre;0;No;No;44;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Tarjeta crédito (automática);20.4;905.55;No
0727-BMPLR;Mujer;1;No;No;55;Sí;Sí;Fibra óptica;No;No;Sí;No;Sí;Sí;Un año;Sí;Cheque electrónico;100;5509.3;Sí
0392-BZIUW;Mujer;0;Sí;No;72;Sí;Sí;Fibra óptica;Sí;No;Sí;No;Sí;Sí;Dos años;Sí;Tarjeta crédito (automática);105;7589.8;No
1038-ZAGBI;Mujer;0;Sí;Sí;12;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Transferencia bancaria (automática);19.8;229.6;Sí
6549-NNDYT;Mujer;0;No;No;13;No;Sin servicio de telefonía;DSL;Sí;No;No;No;No;No;Mes a mes;Sí;Transferencia bancaria (automática);30.85;394.1;No
3027-ZTDHO;Hombre;0;No;No;1;Sí;No;Fibra óptica;No;No;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;89.9;89.9;Sí
0422-OHQHQ;Mujer;0;Sí;Sí;15;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Cheque por correo;20.55;295.95;No
6916-HIJSE;Mujer;0;No;No;65;Sí;No;DSL;Sí;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Transferencia bancaria (automática);84.85;5459.2;No
2316-ESMLS;Mujer;0;Sí;Sí;12;No;Sin servicio de telefonía;DSL;Sí;No;No;Sí;No;No;Un año;No;Tarjeta crédito (automática);33.15;444.75;No
9778-OGKQZ;Hombre;0;Sí;No;72;Sí;Sí;DSL;Sí;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Tarjeta crédito (automática);92;6782.15;No
7408-OFWXJ;Mujer;0;Sí;Sí;72;Sí;Sí;DSL;Sí;Sí;Sí;Sí;Sí;Sí;Dos años;No;Tarjeta crédito (automática);89.8;6510.45;No
6007-TCTST;Mujer;0;Sí;Sí;72;Sí;Sí;Fibra óptica;Sí;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Transferencia bancaria (automática);115.8;8476.5;No
2252-NKNSI;Hombre;0;No;Sí;52;Sí;Sí;DSL;Sí;Sí;No;Sí;Sí;Sí;Dos años;Sí;Cheque por correo;85.15;4461.85;No
8713-IGZSO;Hombre;0;No;No;2;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque por correo;24.85;62;No
7905-TVXTA;Mujer;0;No;No;5;Sí;No;DSL;Sí;No;No;Sí;Sí;No;Mes a mes;Sí;Cheque electrónico;64.35;352.65;No
7695-PKLCZ;Mujer;0;No;No;68;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Tarjeta crédito (automática);20.5;1424.9;No
2382-BCKQJ;Mujer;0;No;Sí;62;Sí;Sí;Fibra óptica;No;No;Sí;No;Sí;Sí;Un año;Sí;Cheque electrónico;100.15;6413.65;Sí
8374-UULRV;Hombre;0;No;No;72;Sí;Sí;DSL;Sí;Sí;No;Sí;Sí;Sí;Dos años;No;Tarjeta crédito (automática);86.05;6309.65;No
2207-NHRJK;Hombre;0;No;No;1;Sí;No;DSL;No;Sí;No;No;No;No;Mes a mes;No;Cheque electrónico;50.8;50.8;Sí
3224-DFQNQ;Mujer;0;Sí;No;66;Sí;Sí;Fibra óptica;Sí;Sí;No;Sí;No;No;Un año;No;Cheque electrónico;89;5898.6;No
5275-PMFUT;Hombre;0;Sí;Sí;72;No;Sin servicio de telefonía;DSL;Sí;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Tarjeta crédito (automática);64.8;4719.75;No
4795-UXVCJ;Hombre;0;No;No;26;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Tarjeta crédito (automática);19.8;457.3;No
9777-IQHWP;Hombre;0;Sí;Sí;64;Sí;Sí;Fibra óptica;Sí;No;Sí;No;No;Sí;Dos años;No;Transferencia bancaria (automática);93.4;5822.3;No
0947-MUGVO;Hombre;1;Sí;No;20;Sí;No;Fibra óptica;No;Sí;No;No;No;No;Mes a mes;Sí;Cheque electrónico;73.65;1463.5;Sí
9944-HKVVB;Mujer;0;No;No;3;Sí;No;Fibra óptica;No;Sí;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;95.1;307.4;Sí
4124-MMETB;Hombre;0;No;No;22;Sí;Sí;Fibra óptica;No;No;No;No;Sí;Sí;Mes a mes;Sí;Tarjeta crédito (automática);94.65;2104.55;Sí
3671-SHRSP;Hombre;0;Sí;No;4;Sí;No;Fibra óptica;No;No;Sí;Sí;No;No;Mes a mes;Sí;Cheque por correo;80.6;319.15;Sí
0979-MOZQI;Hombre;0;Sí;No;62;No;Sin servicio de telefonía;DSL;No;No;No;Sí;Sí;No;Dos años;Sí;Transferencia bancaria (automática);39;2337.45;No
2732-ISEZX;Mujer;0;No;No;5;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;Sí;Cheque por correo;20.5;104.3;No
3313-QKNKB;Hombre;0;Sí;No;59;Sí;Sí;Fibra óptica;No;No;No;No;No;Sí;Un año;No;Cheque electrónico;85.55;5084.65;Sí
0323-XWWTN;Hombre;0;No;Sí;3;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;Sí;Cheque por correo;26.4;121.25;No
1937-OTUKY;Mujer;0;Sí;No;72;Sí;Sí;Fibra óptica;Sí;No;Sí;Sí;Sí;No;Dos años;Sí;Transferencia bancaria (automática);98.2;7015.9;No
1573-LGXBA;Hombre;0;Sí;Sí;57;Sí;No;Fibra óptica;No;Sí;Sí;No;Sí;Sí;Un año;Sí;Tarjeta crédito (automática);97.55;5598;No
1764-VUUMT;Hombre;0;No;Sí;66;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Tarjeta crédito (automática);19.95;1269.1;No
5073-WXOYN;Mujer;0;No;No;60;No;Sin servicio de telefonía;DSL;No;Sí;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;50.8;3027.4;Sí
4713-ZBURT;Hombre;0;No;Sí;45;Sí;Sí;Fibra óptica;No;No;Sí;No;Sí;Sí;Dos años;No;Transferencia bancaria (automática);99.7;4634.35;No
3050-GBUSH;Mujer;0;No;No;3;No;Sin servicio de telefonía;DSL;No;No;No;No;Sí;No;Mes a mes;Sí;Tarjeta crédito (automática);34.8;113.95;No
0207-MDKNV;Mujer;0;No;No;15;Sí;No;Fibra óptica;Sí;No;Sí;Sí;Sí;Sí;Mes a mes;No;Cheque electrónico;105.1;1582.75;Sí
7876-AEHIG;Mujer;0;No;Sí;51;No;Sin servicio de telefonía;DSL;Sí;No;Sí;Sí;Sí;Sí;Un año;No;Transferencia bancaria (automática);60.15;3077;No
7945-HLKEA;Mujer;0;No;No;60;Sí;Sí;DSL;Sí;No;Sí;Sí;No;No;Un año;No;Cheque electrónico;64.75;4039.5;No
9342-VNIMQ;Hombre;0;No;No;33;Sí;Sí;DSL;No;Sí;No;No;No;No;Mes a mes;Sí;Transferencia bancaria (automática);54.65;1665.2;No
9851-KIELU;Hombre;0;No;No;10;Sí;No;Fibra óptica;Sí;Sí;Sí;Sí;Sí;Sí;Mes a mes;Sí;Cheque electrónico;110.1;1043.3;Sí
3523-BRGUW;Hombre;1;No;No;26;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Tarjeta crédito (automática);19.3;504.2;No
3908-BLSYF;Mujer;0;No;No;6;Sí;No;Fibra óptica;No;No;Sí;No;No;Sí;Mes a mes;No;Cheque electrónico;83.9;497.55;Sí
3199-NPKCN;Mujer;0;Sí;No;67;Sí;Sí;Fibra óptica;Sí;No;Sí;Sí;Sí;Sí;Un año;Sí;Cheque electrónico;111.25;7511.65;No
5170-PTRKA;Mujer;0;Sí;Sí;49;No;Sin servicio de telefonía;DSL;Sí;No;No;Sí;No;No;Un año;Sí;Tarjeta crédito (automática);35.8;1782;No
4661-NJEUX;Hombre;0;No;No;1;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;Sí;Cheque por correo;20.05;20.05;No
2123-AGEEN;Mujer;1;No;No;7;Sí;No;Fibra óptica;No;No;Sí;No;Sí;No;Mes a mes;Sí;Cheque electrónico;84.35;609.65;No
1258-YMZNM;Mujer;1;No;No;27;Sí;Sí;Fibra óptica;Sí;Sí;Sí;No;Sí;Sí;Un año;Sí;Transferencia bancaria (automática);110.5;2857.6;No
0048-LUMLS;Hombre;0;Sí;Sí;37;Sí;No;Fibra óptica;No;No;No;No;Sí;Sí;Un año;No;Tarjeta crédito (automática);91.2;3247.55;No
7549-MYGPK;Mujer;0;Sí;Sí;63;Sí;Sí;Fibra óptica;Sí;Sí;Sí;No;Sí;No;Mes a mes;Sí;Cheque electrónico;100.55;6215.35;Sí
5898-IGSLP;Hombre;0;Sí;Sí;31;Sí;Sí;Fibra óptica;Sí;No;Sí;Sí;No;No;Mes a mes;No;Cheque electrónico;89.3;2823;No
3804-RVTGV;Hombre;0;Sí;Sí;50;Sí;Sí;Fibra óptica;No;Sí;Sí;No;Sí;Sí;Mes a mes;Sí;Transferencia bancaria (automática);103.85;5017.9;Sí
6259-WJQLC;Hombre;1;No;No;32;Sí;Sí;Fibra óptica;No;No;Sí;No;No;No;Mes a mes;Sí;Tarjeta crédito (automática);81.1;2619.25;No
9227-LUNBG;Mujer;0;No;No;1;No;Sin servicio de telefonía;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electrónico;24.6;24.6;Sí
7997-EASSD;Mujer;0;Sí;No;63;Sí;Sí;Fibra óptica;No;No;No;Sí;No;No;Un año;Sí;Tarjeta crédito (automática);81.2;4965.1;No
0730-KOAVE;Hombre;0;No;No;30;Sí;Sí;Fibra óptica;Sí;Sí;No;No;No;Sí;Mes a mes;Sí;Tarjeta crédito (automática);94.3;2679.7;No
8975-SKGRX;Hombre;0;Sí;No;71;Sí;Sí;Fibra óptica;Sí;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Transferencia bancaria (automática);116.1;8310.55;No
0678-RLHVP;Mujer;0;No;No;53;Sí;Sí;Fibra óptica;No;Sí;Sí;No;Sí;Sí;Dos años;No;Cheque electrónico;105.55;5682.25;No
4315-MURBD;Mujer;0;No;No;12;Sí;No;Fibra óptica;Sí;No;No;Sí;Sí;Sí;Mes a mes;Sí;Transferencia bancaria (automática);98.9;1120.95;Sí
2267-FPIMA;Hombre;0;Sí;No;50;Sí;Sí;Fibra óptica;Sí;Sí;No;No;No;Sí;Mes a mes;Sí;Tarjeta crédito (automática);94.4;4914.9;No
1051-GEJLJ;Mujer;0;No;No;2;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque por correo;19.5;27.55;No
9734-YWGEX;Mujer;0;No;No;9;Sí;Sí;Fibra óptica;No;No;Sí;No;Sí;Sí;Mes a mes;No;Tarjeta crédito (automática);98.3;923.5;Sí
2719-BDAQO;Hombre;0;No;No;17;Sí;No;Fibra óptica;Sí;No;No;No;Sí;Sí;Mes a mes;No;Cheque electrónico;93.85;1625.65;Sí
5285-MVEHD;Mujer;0;Sí;No;56;Sí;No;Fibra óptica;Sí;Sí;Sí;No;Sí;Sí;Un año;Sí;Tarjeta crédito (automática);105.6;6068.65;No
0379-DJQHR;Hombre;0;Sí;Sí;67;Sí;No;DSL;Sí;Sí;Sí;No;Sí;Sí;Dos años;No;Tarjeta crédito (automática);81.35;5398.6;No
0781-LKXBR;Hombre;1;No;No;9;Sí;Sí;Fibra óptica;No;No;Sí;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;100.5;918.6;Sí
5543-QDCRY;Hombre;0;No;No;4;Sí;No;DSL;No;No;No;No;Sí;No;Mes a mes;Sí;Cheque electrónico;56.4;234.85;No
0297-RBCSG;Hombre;0;No;No;19;Sí;No;DSL;No;Sí;No;Sí;No;Sí;Un año;Sí;Transferencia bancaria (automática);65.35;1231.85;No
4694-PHWFW;Mujer;0;No;Sí;8;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque por correo;19.95;170.9;No
0835-JKADZ;Mujer;0;No;No;71;Sí;Sí;Fibra óptica;No;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Cheque electrónico;111.25;7984.15;No
1907-UBQFC;Hombre;1;No;No;10;Sí;No;Fibra óptica;No;Sí;No;No;No;No;Mes a mes;Sí;Cheque electrónico;72.85;688.65;Sí
7508-SMHXL;Mujer;1;No;No;15;Sí;Sí;Fibra óptica;No;Sí;No;No;Sí;No;Mes a mes;No;Tarjeta crédito (automática);89;1288.3;No
3865-YIOTT;Hombre;0;Sí;Sí;72;Sí;Sí;Fibra óptica;Sí;No;Sí;No;Sí;Sí;Un año;Sí;Transferencia bancaria (automática);106.1;7848.5;No
5993-BQHEA;Hombre;0;No;No;12;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Tarjeta crédito (automática);20.05;267;No
6024-RUGGH;Hombre;0;Sí;Sí;72;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;Sí;Transferencia bancaria (automática);25.2;1798.9;No
6513-EECDB;Hombre;1;Sí;No;1;Sí;Sí;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;73.55;73.55;Sí
3956-CJUST;Mujer;1;No;No;23;Sí;No;Fibra óptica;Sí;No;No;No;No;No;Mes a mes;Sí;Transferencia bancaria (automática);75.4;1643.55;No
4079-WWQQQ;Hombre;0;No;No;72;No;Sin servicio de telefonía;DSL;Sí;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Transferencia bancaria (automática);65.55;4807.45;No
6103-BOCOU;Mujer;0;No;No;26;Sí;Sí;Fibra óptica;No;No;Sí;No;No;No;Mes a mes;Sí;Cheque electrónico;80.7;2193;No
5149-TGWDZ;Mujer;0;No;No;21;Sí;No;Fibra óptica;No;Sí;Sí;Sí;Sí;Sí;Un año;Sí;Cheque por correo;104.55;2239.4;No
7471-WNSUF;Hombre;0;Sí;No;60;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Transferencia bancaria (automática);24.15;1505.9;No
8942-DBMHZ;Hombre;0;No;No;12;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque por correo;20.45;255.35;No
4301-VVZKA;Hombre;0;Sí;No;16;Sí;Sí;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;75.4;1189.4;No
9199-PWQVC;Mujer;0;Sí;No;63;Sí;Sí;DSL;Sí;Sí;No;No;Sí;Sí;Un año;Sí;Tarjeta crédito (automática);79.7;4786.15;No
4824-GUCBY;Mujer;1;No;No;22;Sí;No;Fibra óptica;Sí;Sí;No;No;No;No;Mes a mes;No;Cheque electrónico;81.7;1820.9;No
5393-HJZSM;Mujer;0;Sí;Sí;32;Sí;No;DSL;Sí;Sí;Sí;Sí;No;Sí;Mes a mes;No;Transferencia bancaria (automática);76.3;2404.15;No
7074-IEVOJ;Mujer;1;No;No;3;Sí;Sí;Fibra óptica;No;Sí;No;No;No;No;Mes a mes;Sí;Cheque electrónico;79.4;205.05;Sí
9625-QSTYE;Mujer;0;No;No;13;Sí;No;Fibra óptica;No;Sí;Sí;No;No;No;Mes a mes;Sí;Cheque electrónico;81.15;952.3;Sí
0862-PRCBS;Mujer;0;Sí;Sí;68;Sí;Sí;Fibra óptica;No;Sí;No;Sí;Sí;Sí;Dos años;Sí;Tarjeta crédito (automática);103.75;7039.45;No
8812-ZRHFP;Mujer;0;Sí;Sí;30;Sí;No;Fibra óptica;No;No;Sí;No;No;Sí;Un año;No;Cheque electrónico;86.45;2538.05;No
5146-CBVOE;Mujer;0;No;No;16;Sí;No;Fibra óptica;No;Sí;No;No;No;No;Mes a mes;No;Transferencia bancaria (automática);75.1;1212.85;No
0454-OKRCT;Hombre;0;No;No;33;Sí;No;Fibra óptica;No;Sí;No;Sí;No;No;Dos años;No;Transferencia bancaria (automática);80.6;2651.1;No
5787-KXGIY;Hombre;0;Sí;No;72;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Tarjeta crédito (automática);19.3;1304.8;No
4750-ZRXIU;Mujer;1;No;No;4;Sí;Sí;Fibra óptica;No;No;No;No;No;Sí;Mes a mes;Sí;Cheque electrónico;84.6;360.1;Sí
4198-VFOEA;Mujer;0;No;No;12;No;Sin servicio de telefonía;DSL;Sí;No;No;Sí;No;No;Un año;Sí;Cheque por correo;33.6;435.45;No
6630-UJZMY;Mujer;1;Sí;No;4;Sí;Sí;Fibra óptica;No;No;No;No;Sí;No;Mes a mes;Sí;Cheque electrónico;83.25;308.05;No
5709-LVOEQ;Mujer;0;Sí;Sí;0;Sí;No;DSL;Sí;Sí;Sí;No;Sí;Sí;Dos años;No;Cheque por correo;80.85; ;No
6400-BWQKW;Mujer;0;No;No;6;Sí;Sí;Fibra óptica;Sí;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;79.05;434.5;Sí
2692-AQCPF;Mujer;0;Sí;No;65;Sí;Sí;Fibra óptica;No;Sí;Sí;Sí;Sí;Sí;Un año;Sí;Tarjeta crédito (automática);108.05;7118.9;No
0347-UBKUZ;Mujer;0;No;No;15;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque por correo;19.9;320.45;No
0835-DUUIQ;Mujer;0;No;Sí;24;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Transferencia bancaria (automática);21.05;531.55;No
0811-GSDTP;Mujer;0;No;Sí;13;No;Sin servicio de telefonía;DSL;No;Sí;No;No;No;No;Mes a mes;No;Cheque electrónico;30.15;382.2;No
7567-ECMCM;Hombre;0;No;No;24;Sí;No;Fibra óptica;No;No;No;No;No;Sí;Mes a mes;Sí;Tarjeta crédito (automática);79.85;2001;No
6115-ZTBFQ;Mujer;0;Sí;No;72;No;Sin servicio de telefonía;DSL;Sí;Sí;Sí;Sí;Sí;Sí;Dos años;No;Transferencia bancaria (automática);65.5;4919.7;No
6353-BRMMA;Mujer;0;Sí;Sí;54;Sí;Sí;Fibra óptica;Sí;Sí;No;No;Sí;Sí;Mes a mes;Sí;Transferencia bancaria (automática);104.1;5645.8;No
6680-WKXRZ;Mujer;0;No;No;3;Sí;Sí;Fibra óptica;No;No;No;No;No;No;Mes a mes;No;Transferencia bancaria (automática);74.4;215.8;Sí
6231-WFGFH;Hombre;0;Sí;Sí;4;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;Sí;Cheque por correo;20.5;77.6;No
9904-EHEVJ;Mujer;1;Sí;Sí;32;Sí;Sí;Fibra óptica;No;No;Sí;No;Sí;No;Mes a mes;Sí;Cheque por correo;91.35;2896.55;No
7028-DVOIQ;Hombre;1;No;No;35;Sí;Sí;Fibra óptica;No;No;Sí;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;99.05;3395.8;Sí
6169-PPETC;Hombre;0;Sí;Sí;35;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Transferencia bancaria (automática);20.5;759.35;No
4208-UFFGW;Hombre;1;No;No;2;Sí;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque por correo;44.95;85.15;Sí
8584-KMVXD;Mujer;0;No;No;8;Sí;No;Fibra óptica;No;Sí;No;No;No;No;Mes a mes;No;Cheque electrónico;75.6;535.55;No
8467-WYNSR;Hombre;0;No;No;22;Sí;No;DSL;Sí;No;No;Sí;No;No;Mes a mes;No;Cheque por correo;55.1;1253.15;No
0851-DFJKB;Mujer;0;No;No;15;Sí;No;DSL;Sí;No;Sí;Sí;No;No;Mes a mes;No;Cheque electrónico;58.95;955.15;No
5382-SOYZL;Hombre;0;No;No;22;Sí;Sí;Fibra óptica;No;No;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;95.1;2162.6;No
9448-REEVD;Hombre;0;Sí;No;1;Sí;No;DSL;No;No;No;No;No;No;Mes a mes;No;Tarjeta crédito (automática);44.7;44.7;Sí
3261-CQXOL;Mujer;0;Sí;Sí;71;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Transferencia bancaria (automática);25.45;1813.35;No
8388-FYNPZ;Hombre;0;No;No;4;Sí;No;DSL;Sí;No;Sí;No;No;No;Mes a mes;No;Cheque electrónico;56.75;245.15;No
4002-BQWPQ;Hombre;0;No;No;25;Sí;Sí;DSL;Sí;Sí;Sí;Sí;No;Sí;Mes a mes;No;Transferencia bancaria (automática);81.75;2028.8;No
5651-YLPRD;Mujer;0;Sí;Sí;32;Sí;No;Fibra óptica;No;Sí;No;No;Sí;No;Mes a mes;Sí;Cheque electrónico;86.1;2723.75;No
2826-DXLQO;Hombre;1;Sí;No;7;No;Sin servicio de telefonía;DSL;Sí;No;No;No;No;No;Mes a mes;No;Transferencia bancaria (automática);29.8;220.45;No
4378-BZYFP;Hombre;0;No;No;17;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;Sí;Cheque por correo;20.5;365.8;No
9489-UTFKA;Hombre;1;Sí;No;8;Sí;No;DSL;Sí;No;No;No;Sí;No;Mes a mes;No;Transferencia bancaria (automática);60.9;551.95;No
4849-PYRLQ;Mujer;1;No;No;56;Sí;Sí;DSL;Sí;No;Sí;Sí;No;Sí;Dos años;No;Transferencia bancaria (automática);73.25;4054.2;No
